sentence,label
能不能把爆气和技能取消了…或者整个不带爆气和技能的排位模式，玩着真的很难受啊，明明都AP了，被一个爆气加成技能整到第三（我带的是加百分之十那个），唉,positive
四星给游戏，一星扣爆气。排位那个爆气简直影响游戏。,positive
这是腾讯哪个工作室出的游戏?,negative
"好好做音游就好了嘛…,这个尬舞，仿佛一群关晓彤在台上跳。,辣眼睛辣眼睛。,认真讲一下，真的四不像。,音游吧，不能调倍速，不能调延迟，过关不能选歌。,炫舞吧，跳那样我三颗星都不给，一颗星还是凭借人道主义爱。,地图稀里哗啦乱七八糟，看名字压根不知道都是干啥的。,反应卡顿。,别的都不想说了，反正已卸。",negative
玩法老套，建模根本就是平面画，能不能走走心？,negative
画质差，玩起来没有节奏感。,negative
花钱特别多特别坑的游戏砸蛋怎么都砸不中合成衣服也是各种要钱,positive
你们是不是傻？腾讯这么火的游戏会给别的渠道来挣钱吗？不会的***跟我走-微信-游戏-炫舞-下载-秒进——开始你的***人生吧！,positive
我说真心想给零分，氪金那些我不管，我主要说匹配很鸡胁，要么匹配到高一两级的就凉凉了，主要是爆气！！神仙队友爆气都不按的我遇到太多了，本想举报又没用，加又加不了又不能骂他！倒霉的还是自己，这种心情真的是哑巴吃黄连，有苦说不出！！！我真的服了官方就对那些故意不按爆气的做事不管么？都音乐家段位还不知道要按爆气？真的醉了！！！,negative
腾讯游戏基本上都是氪金游戏，做的还算好玩。,positive
网易的游戏都不错，音乐质感好，打击感还可以，衣服没还可以就是人物模型跟脸，太生硬了，怎么看都不好看,positive
炫舞，玩了好久端游，挺好玩的，就是没有手游资格，不过赢噶快出了吧,positive
两心给情怀，不得不说腾讯最近炒冷饭炒上头了是吧，切买情怀,negative
没领到官网预约服装，强迫症难受，卸载！🌺🐔,negative
我一开始玩这个游戏的时候不卡我觉得这个游戏还挺好玩的。等我打到乐动者之后每玩一局排位就要卡一到两次我玩到的两百多连击一下子就断了然后溜到最后一名。微笑,negative
"三星先给情怀，还有人生中的第一段“初恋”。,哇哈哈哈~",negative
这是节奏大师加蹦哒？,negative
卡顿感很严重，画面蜜汁怪异，看了设置，帧数都控制不了，比这好的音游多了去了，龙渊的感觉能甩几十条街吧,negative
今天的事不想说什么了，不想养白眼狼，也不想看你处理的结果如何（没法确定落实性），把我之前充的钱推给我，老子拿钱走人，再见您嘞。,negative
难怪腾讯没有继续做节奏大师了..倒是都把版权砸给了这游戏,negative
我觉得最大的问题就是节奏体验极差如果融入到歌曲里玩要么是Great或者是Cool本人特别喜欢玩音乐类游戏但是这种音乐类的最大的禁忌就是节奏对不上我是炫舞老玩家端游玩了好几年真的超喜欢这个游戏不氪金也能玩下去也对了我的胃口还是希望把这个问题官方重视一下这算是大问题了吧五星送给我的回忆以及初衷,positive
我是内测但是短信不小心被删了谁有安装包能给我发一下,positive
体验有点差,negative
.什么时候可以玩,positive
哦不我这个非酋玩这游戏干啥，1w多钻石结果啥衣服也没开到Ψ(●°̥̥̥̥̥̥̥̥ཅ°̥̥̥̥̥̥̥̥●)Ψ,negative
心心念念想玩炫舞，等了好久，下载之后居然10分钟之内让我闪退了5次啊，太失望,negative
厉害了，这游戏打心底里就冲着葬爱家族去圈钱的,negative
不随便打一星，泡泡模式模仿cytus还是做的非常粗制滥造，卡顿现象明显，我玩过的音游做的这么差的也只有炫舞手游了，音乐和按键延迟至少0.2s,negative
期待了好久，下载下来玩了一会忍不住立马过来给你个差评，首先我先说，我拿一个过时的节奏大师来跟这个游戏对比不过分吧，完全不如节奏大师，开始速度太慢，玩一局能累死，其次这游戏明明能自己改大厅的音乐，却一直提示获取歌曲失败，游戏体验一点都没有，仅剩的情怀也让你们弄没了,negative
画风尴尬卡就先不说了像几年前出的游戏不像最新该出游戏的品质,negative
占内存太大了！😡,negative
为什么现在这个游戏不可以玩了,negative
我就想问一句话是不是天美的,negative
"来自72级玩家体验,手持穿过身体是日常,抽盒子抽不到衣服是日常,投票掉出来重新登陆是日常,玩这个游戏之前我脾气很臭的,现在被它气的根本没脾气了,玩炫舞，锻造佛系人格,你值得拥有",negative
我以前在电脑上玩，现在终于出手游了。,positive
什么时候能玩,positive
跳舞触摸屏的时候延迟有点不舒服，还有就是社区人物移动的速度和移动的左右上下不匹配，有点问题，我建议把人物移动左右上下的圆圈改成固定的，再往上一点点，改大一点，3D转屏太灵敏了，导致轻微的晃屏，可以的话设计成玩家自定义的操作设计，这是我对这个游戏的体验，我玩端游QQ炫舞有6年了吧！,negative
"尼玛！泡泡模式一些歌简直反人类！满屏都是双击！,还有我转到泡泡模式我就换，结果现在每次都是泡泡模式，官方nb！",negative
玩着玩着就自己退出感觉没适配到我这手机,negative
节奏卡不准，是我的错觉么？,positive
"首先来说一下你这个星级的设定啊，我的手速打千本樱还可以（毕竟不怎么玩音游）但是为啥我感觉6星的霜雪千年比9星的千本樱要难呢？？？有些衔接的地方不太好，毕竟对我这样手残的人来说很不友好,在给官方提个建议,出个训练模式好不好，谈曲子有一些地方衔接不上，最好出个训练模式，专门练这样衔接的地方",positive
我从三月底就开始玩这个游戏了，一直都很喜欢，之前玩端游也玩了几年，那会感觉更好一些没有那么坑钱，自从玩了手游，才短短几个月我就花了一万多人民币去开盒子，而且还开不到，就四套完整的臻品，还两套超时空的，有一套兑换的，真的太坑了，很让人失望，如果可以退钱给我，我真愿从来没玩过这个游戏！,positive
快点加区吧…预约的时候脑残点成女号，进去也不能换性别，快开新区求个男号…哦现在一区也进不去了…快开新区…,negative
期待挺大的没想到是换个包装出了一遍节奏大师，三颗星给的是情怀，音乐和制作的辛苦。,negative
作为已经玩了4年炫舞的老玩家，希望qq炫舞能更炫舞时代一样画质量好，立体,positive
这游戏的设定感觉太奇怪了，玩过别的音乐游戏，玩这个太难受了。,negative
节奏大师换皮啦,positive
"第一次评论，真的看不下去。,配音模型真的太尴尬了，尤其是66的,所有音游中玩的最没体验的一款,怎么说呢,真的无语…",negative
"卡，一直卡,进不去游戏。",negative
期待了挺久的吧虽然我也不会评测但是真的卡卡的和期待的不太一样不过还是希望这个游戏能越来越好吧给个五分不想看到喜欢的游戏评分再低下去了总体还是不错的加油哦(๑>؂<๑）,positive
"无节奏感,舞蹈很尬,排位无传统（我主要就去玩传统模式的）,我觉得很不行最好不要氪金啊啊啊啊氪金你就会后悔的",negative
"作为一个玩了10年音游的玩家，对于炫舞有很深的情感，我算是这个游戏pc端的首批玩家了。对于这款炫舞手游，我想发表点自己的想法。,首先要明白究竟是哪一类人会去选择这款手游。答案很明显:一种是移动端音游爱好者，一种是目前还在游玩pc端炫舞的玩家，还有一种是曾经的pc端老玩家。这三类里我认为后俩者的流失波动比较大。,因为第一点：无论是可玩性还是互动社交方面，移动端无法跟pc端匹敌，这是目前针对现pc玩家容易流失的最重要的原因。哪怕它现在才1.0。,第二点:手游的机制问题。我其实很担忧这款游戏的未来，pc端的游戏的味道是什么样玩过的都有了解，So，我对它的评价是，与其说它是音乐游戏，不如说它其实是一款多人互动性的奇迹暖暖。因为已经变成了以“换装”为核心的一款游戏。都在为了如何好看去玩这款游戏。手游也必定会走这条路，而这样的“换装”同时也充满了钞票的味道。为何变成这样？个人认为跟“制作想将它变成什么样的”有着直接的关系。,何为音游？就是先音后游。一首好听的曲子可以给整个游戏加分。而炫舞无论是pc还是移动端，音乐永远是这些已经演奏了十几年的东西。不是每一首曲子都适合去做NOTE谱面，这样的形式有一种“强行”的意思。所以NOTE判定会差到哭，因为很多节奏跟NOTE都不再一个点。这跟它歌曲本身的风格有关，所以很多节奏感好的玩家会忽然找不到节奏以至于打不到完美判定而输掉一场比赛。真的能吸引到音游玩家的还是曲子，节奏感虽不明显，但听到就不自觉让人脑海里脑补谱面的曲子，那种你不看谱面都知道下一波会有哪些东西的曲子。虽然节奏大师有请m2u做过几首曲子，然而炫舞一直都没有做到这点。所以我一直称它为社交奇迹暖暖。也就是因为这点，很多很多音游玩家不会选择这款游戏，更多去玩有原创乐师专门作曲的游戏。,第三，一些不合理的地方:具体的我没有看，因为我的注意力都集中到“技能”这个机制上，我不知道为什么会有这个东西，为何我allcombo却比其他人miss七八次的分还少？都是这玩意儿作祟，而且附带等级限制，也就是说，你等级低，你就再狠，也不一定比等级高的分高，因为人家有技能你没有，比如NOTE加分，连击加分等等，你需要不停的升级去解锁技能。技能还分一二三级，你是高玩？不存在的，allcombo全p也不一定会比第二名分要高几分甚至比第二还低……我不知道我可不可以理解为这是为了绑住玩家？因为他们想赢就需要升级。而升级需要大量时间。我很难理解添加技能这个东西的意义在哪里。,还有就是判定问题，难度10的CT模式可以轻松20p而且每次判定区都不同这让我我觉得是在糊弄事。,第四，音乐难度的不合理:不过多阐述，简单来说就是如果将230bpm是难度10作为参考那么190bpm以下的可以说都是难度4。,作为炫舞老玩家，尝鲜是一定的，但是炫舞不停的在走下坡路，你们可能是一个很好的工作室。但却不是合格的音游玩家。",negative
